ID,WAGE,OCCUPATION,SECTOR,UNION,EDUCATION,EXPERIENCE,AGE,SEX,MARR,RACE,SOUTH,FNAME,LNAME,BDAY,ADDRESS,ZIPCODE
487,9.879922834,5,1,0,14,19,39,0,0,3,0,Jan,Dennison,6/11/79,1933 Calico Drive,98801
488,6.232433772,5,0,0,14,4,24,1,0,3,0,June,Miller,7/1/94,2658 College Street,30030
489,11.03384373,5,0,0,16,11,33,1,1,3,0,Lillian,Fuston,10/16/85,1013 Carolina Avenue,78501
490,10.09547519,5,0,0,16,16,38,1,1,3,0,Ruth,Williams,12/25/80,4199 Junior Avenue,30303
491,11.74464808,5,0,0,14,22,42,0,1,3,0,Melvin,Oliva,12/6/76,2964 Mandan Road,65207
492,11.85908993,5,0,1,17,13,36,1,0,3,0,Gladys,Rush,2/23/82,4447 Brighton Circle Road,56301
493,14.724163,5,0,1,16,28,50,1,1,3,1,Virginia,Rood,12/29/68,2116 Confederate Drive,13021
494,6.496352532,5,0,0,16,10,32,1,1,3,0,Patricia,Stevens,10/13/86,2587 Kooter Lane,28105
495,7.751400079,5,0,0,16,5,27,1,0,3,1,Elena,Dunton,5/10/91,3720 Cedar Street,72201
496,9.737872493,5,0,0,15,5,26,0,0,3,0,Lawrence,Myers,9/16/92,4231 Williams Lane,67202
497,11.86015322,5,1,0,18,37,61,1,0,3,0,Sandra,Ramos,8/25/57,48 Gregory Lane,40299
498,14.83735229,5,0,1,17,26,49,1,1,3,0,Pamela,Meeker,9/30/69,1087 Wakefield Street,19034
499,8.282333902,5,0,0,16,4,26,1,1,3,1,Angelique,Tidwell,1/24/92,4898 Eagle Drive,48075
500,15.41569951,5,0,1,18,31,55,1,0,3,0,Kathleen,Rittenberry,9/3/63,2896 Bee Street,49470
501,10.57601616,5,0,1,17,13,36,1,1,3,0,Linda,Delamora,12/31/82,2211 Moonlight Drive,8232
502,7.377328544,5,0,0,12,42,60,1,1,3,0,Margaret,Reeves,7/22/58,2223 Fairfield Road,53202
503,13.32646003,5,0,0,17,18,41,0,1,2,0,John,Lineberry,6/28/77,4650 Oakridge Farm Lane,53525
504,2.80953312,5,0,0,12,3,21,1,1,3,0,Alice,Rule,11/10/97,2333 Southern Avenue,50322
505,7.828902671,5,0,0,17,10,33,1,0,3,0,Vilma,Cassell,6/16/85,4480 Cerullo Road,40299
506,12.53199382,5,0,1,16,10,32,1,0,3,0,Mary,Pace,5/10/86,1484 Kincheloe Road,97006
507,8.01206704,5,0,0,16,17,39,1,1,2,0,Robyn,Manuel,11/15/79,707 Randall Drive,96819
508,11.2277943,5,0,0,18,7,31,0,1,3,0,Craig,Pena,4/3/87,2648 Lords Way,38371
509,10.67575485,5,0,0,16,14,36,1,1,3,0,Beth,Hagan,7/24/82,3504 Hedge Street,7109
510,13.13465896,5,0,1,16,22,44,1,1,3,0,Marianne,Hemmer,7/6/74,3315 Edwards Street,27834
511,11.64587995,5,0,0,17,14,37,1,1,3,0,Kimberly,Sanders,5/24/81,269 Beech Street,94108
512,10.54530817,5,0,0,16,11,33,0,1,3,0,Daniel,Clark,12/10/85,1069 Rosewood Lane,10003
513,18.41532722,5,0,1,18,23,47,0,1,3,0,Michael,Adams,2/23/71,1092 Post Farm Road,30303
514,13.82073256,5,0,1,12,39,57,0,1,3,0,Henry,Zinn,2/20/61,4510 Hiddenview Drive,44128
515,10.72385785,5,0,0,16,15,37,0,1,3,0,Jerome,Moss,11/17/81,2160 Berkley Street,19034
516,8.196797899,5,0,0,14,15,35,1,0,2,0,Teri,Hammonds,11/11/83,3909 Melrose Street,98935
517,11.29457728,5,0,0,16,10,32,0,0,3,0,Mark,Obrien,10/29/86,413 Fort Street,98491
518,5.896053579,5,0,0,12,25,43,1,0,3,1,Vernice,Tomaszewski,4/29/75,3787 Earnhardt Drive,40202
519,7.8641487,5,0,0,14,12,32,1,1,3,0,Rita,Singleton,4/19/86,180 Hanover Street,10016
520,10.3276419,5,0,0,16,7,29,1,1,2,1,Cherie,Cohen,6/10/89,4660 Bell Street,10007
521,10.74759782,5,0,1,17,7,30,0,1,3,0,Wendell,McGrew,7/28/88,1334 Shinn Street,10016
522,11.67072551,5,1,0,16,17,39,0,1,3,0,Richard,White,11/13/79,4959 Reppert Coal Road,48219
523,13.0239175,5,0,1,16,10,32,0,1,3,0,Dennis,Jones,12/30/86,1955 Winding Way,2887
524,9.483395311,5,0,0,17,2,25,0,1,3,1,Joseph,Meeker,7/22/93,3993 Coal Street,16335
525,8.733906396,5,0,1,9,34,49,1,1,1,1,Martha,Matthews,4/3/69,3299 Bel Meadow Drive,92335
526,9.258027128,5,0,0,15,11,32,1,1,3,0,Pat,Watkins,4/21/86,117 Highland View Drive,94260
527,9.635183014,5,0,0,15,10,31,0,0,3,0,Joshua,Hall,1/15/87,566 Marion Drive,33624
528,6.777084427,5,0,0,12,12,30,0,1,3,1,Jose,Meehan,2/28/88,2789 Hillhaven Drive,90017
529,11.34200618,5,0,1,16,6,28,1,0,3,0,Laura,Cox,5/16/90,2204 Allison Avenue,23502
530,9.708921922,5,0,0,18,5,29,0,0,3,0,Michael,McNear,1/13/89,3494 Davis Court,62960
531,8.028000833,5,0,0,12,33,51,1,1,1,0,Barbara,Tompkins,1/22/67,2361 Havanna Street,27401
532,15.41136964,5,0,1,17,25,48,1,1,1,0,Rosie,Hidalgo,12/23/70,52 Levy Court,1824
533,9.745091049,5,0,1,12,13,31,0,1,3,1,Willard,Sage,1/17/87,1563 Oakmound Road,60657
534,13.31884393,5,1,0,16,33,55,0,1,3,0,Brian,McCoy,6/25/63,2689 Duffy Street,46382
